business_name,text_original,rating,rating_category,rating_group,review_word_count,final_cluster,theme,theme_confidence,restaurant_type
Vefa Bozacisi,It was very nice to taste the boza in the historical place. Way better than other bozas.,4,taste,POSITIVE (4-5),17,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Vefa Bozacisi,A historical place intertwined with history. The business is clean and tidy. The staff is very caring.,5,indoor_atmosphere,POSITIVE (4-5),17,9,Positive Overall Experience,Medium,Other / Unknown
Vefa Bozacisi,Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,5,menu,POSITIVE (4-5),23,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Vefa Bozacisi,Same taste for years. Its historical texture is another beautiful place.,3,indoor_atmosphere,MIXED (3),11,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Vefa Bozacisi,The taste is very good; and you can buy some roasted chickpeas; and it will be very high. Employees should be smiling.,4,outdoor_atmosphere,POSITIVE (4-5),22,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Vefa Bozacisi,The number of tables is very small; but no problem; the taste was very good.,3,indoor_atmosphere,MIXED (3),15,0,Food Taste & Satisfaction,Medium,Other / Unknown
Vefa Bozacisi,Perfect!,5,taste,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Vefa Bozacisi,I don't understand what kind of business it is to sell boza in a foam glass. Offering chickpeas is a tradition next to the spoiler; but in Vefa you have to go and buy it yourself from the shop on the opposite side.,1,menu,NEGATIVE (1-2),43,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Vefa Bozacisi,Vefa Bozacisi must be the most beautiful place that comes to mind when Boza is mentioned. The groceries are quite affordable.,5,outdoor_atmosphere,POSITIVE (4-5),21,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Vefa Bozacisi,It is a flavor that can be tried when you go to Istanbul.,4,taste,POSITIVE (4-5),13,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Salacak,It is not p/p. Doner came cold and that's why it was hard.,3,taste,MIXED (3),13,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Salacak,Eating with this view... It was legendary!,5,outdoor_atmosphere,POSITIVE (4-5),7,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Salacak,There is a place to eat fish and bread across the beautiful place. If the weather is nice; we go to this doner shop; if not there. You can try.,4,outdoor_atmosphere,POSITIVE (4-5),30,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Salacak,They deserve the stars more than enough for their service; hygiene and view; but if we talk about the food; I can say that it was the most delicious in a one-week Istanbul trip without exaggeration.,5,taste,POSITIVE (4-5),36,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Salacak,Different from the price on the menu Price has been applied doner is dry and hard.,1,indoor_atmosphere,NEGATIVE (1-2),16,3,Price & Value,High,Other / Unknown
Salacak,A taste that hasn't changed for years with its legendary view and taste!,5,menu,POSITIVE (4-5),13,0,Food Taste & Satisfaction,Medium,Other / Unknown
Salacak,You can go even for the view... The interest is very beautiful.. Those who want to eat meat (Halal food) should definitely stop by..,5,outdoor_atmosphere,POSITIVE (4-5),24,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Salacak,We finished Iskender and Doner Burger with difficulty two weeks ago; we couldn't start the dessert part because there was no appetite for tail fat.,2,taste,NEGATIVE (1-2),25,8,Burger Experience,High,Other / Unknown
Salacak,Great.,4,menu,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Salacak,Ambiance was amazing!,5,indoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
Salacak,I think they make very good doner kebabs. We did not have any problems with the service. We parted happily as a family. As for the price; I think such a place has a very good tariff for such a view.,5,indoor_atmosphere,POSITIVE (4-5),41,3,Price & Value,High,Other / Unknown
Nusr-et,"When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",3,taste,MIXED (3),34,8,Burger Experience,High,Other / Unknown
Nusr-et,"Service, attention is excellent. The masters working in the kitchen love their job. Dining halls and sinks are very stylish; organized and hygienic.",5,menu,POSITIVE (4-5),23,9,Positive Overall Experience,Medium,Other / Unknown
Nusr-et,The presentation was very successful; the employees were very interested and thoughtful and everything was delicious. We thank you.,5,indoor_atmosphere,POSITIVE (4-5),19,10,Short Positive Praise / Recommendation,High,Other / Unknown
Nusr-et,Food service was also very fast. I ate a delicious Lokum meat. Then I ate an unbelievably good burger.,5,outdoor_atmosphere,POSITIVE (4-5),19,5,Waiting Time & Service Friction,High,Other / Unknown
Nusr-et,The most successful steak restaurant in the region. It is also a world brand. With its carefully selected meats and cooking technique; it gives the price you what you pay.,5,indoor_atmosphere,POSITIVE (4-5),30,8,Burger Experience,High,Other / Unknown
Nusr-et,Prices are so high..,1,menu,NEGATIVE (1-2),4,3,Price & Value,High,Other / Unknown
Nusr-et,I do not recommend the lamb cage at all. But skewered and tenderloin are great. My carrot slice isn't bad. The waiters are interested and polite; but there are difficulties in understanding the order. You would like it cooked well; it comes undercooked.,4,menu,POSITIVE (4-5),43,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Nusr-et,We've been here many times and each time we left satisfied; Lokum meat; spaghetti; nusret hamburger; salad with tulum cheese; etc. very good but of course high in price compared to many places.,5,taste,POSITIVE (4-5),33,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Nusr-et,It's as if your old meticulousness is gone. The cage arrived cold; the salad came for 1; I said two; I did not drink alcohol; but 6 double raki was written in my account; when I told the waiter; he said are you sure you didn't drink?,2,outdoor_atmosphere,NEGATIVE (1-2),47,5,Waiting Time & Service Friction,High,Other / Unknown
Nusr-et,There is a queue at the door; there are wonderful places in Sarıyer. I came with the force of my friends; the music chosen is similar to the music played in Italian pizzeria.,2,indoor_atmosphere,NEGATIVE (1-2),33,9,Positive Overall Experience,Medium,Other / Unknown
Nusr-et,He's very successful. Even though it was very crowded; the service was incredibly fast.,5,taste,POSITIVE (4-5),14,6,Staff & Service Quality,High,Other / Unknown
Tuana Restaurant,By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,4,outdoor_atmosphere,POSITIVE (4-5),32,1,Regional / Specialty Food Experience,Medium,Restaurant
Tuana Restaurant,The presentations are very good; it obviously has a skilled and attentive chef. Fish and squid are fresh.,4,menu,POSITIVE (4-5),18,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Tuana Restaurant,DEFINITELY DO NOT COME. We came here for breakfast based on the reviews on the way. We said the breakfast called the village breakfast for 2 people. First of all; the employee greeted us disrespectfully; a thousand pieces falling off his face; reluctant movements etc. It didn't taste good either!,1,taste,NEGATIVE (1-2),50,5,Waiting Time & Service Friction,High,Restaurant
Tuana Restaurant,Right next to the Köyceğiz lake; the prices are a click above the average; a good business with a panoramic view of the lake.,4,outdoor_atmosphere,POSITIVE (4-5),24,3,Price & Value,High,Restaurant
Tuana Restaurant,Thank you.,5,menu,POSITIVE (4-5),2,10,Short Positive Praise / Recommendation,High,Restaurant
Tuana Restaurant,Mexican chicken was hearty; hot and fresh in portion. Service was a little late. An ideal place to dine with a lake view.,4,taste,POSITIVE (4-5),23,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Tuana Restaurant,Koycegiz is the most popular restaurant and cafe. You can have a meal with the view of Köyceğiz lake and sip your cold beer with pleasure.,5,indoor_atmosphere,POSITIVE (4-5),26,1,Regional / Specialty Food Experience,Medium,Restaurant
Tuana Restaurant,A place we stopped by for breakfast on the way. The place has a beautiful view of Köyceğiz lake. The owner is very sweet and helped us with everything.,3,outdoor_atmosphere,MIXED (3),29,9,Positive Overall Experience,Medium,Restaurant
Tuana Restaurant,It was rainiy but the ambiance was good enough.,4,indoor_atmosphere,POSITIVE (4-5),9,7,"Cleanliness, Ambience & Environment",High,Restaurant
Tuana Restaurant,They bring delicious yoghurt to the dishes; the portions are hearty; with a beautiful view of the lakeside.,4,indoor_atmosphere,POSITIVE (4-5),18,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Tuana Restaurant,I recommend the handmade hamburger at a good price; reasonable (50TL) and satisfying. Sprinkled village breakfast (125 TL per person) is a weak; ordinary breakfast.,4,taste,POSITIVE (4-5),25,8,Burger Experience,High,Restaurant
Cici Tantuni,Tantuni was amazing. We just came here to try it.,5,menu,POSITIVE (4-5),10,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Cici Tantuni,In general; it is delicious; you can ask for both wrap and bread. Although the waiting time is around 10 minutes; the red cabbage and pickled peppers served from the front satisfy you.,4,indoor_atmosphere,POSITIVE (4-5),33,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Cici Tantuni,It is a cheap and delicious place for students.,5,indoor_atmosphere,POSITIVE (4-5),9,9,Positive Overall Experience,Medium,Other / Unknown
Cici Tantuni,Tantuni was amazing. Thank you Cici Tantuni!,5,taste,POSITIVE (4-5),7,10,Short Positive Praise / Recommendation,High,Other / Unknown
Cici Tantuni,The pickles that came after you placed your order were very nice. Tantuni is not bad; you can try it. But I would say it's a little oily.,4,taste,POSITIVE (4-5),28,0,Food Taste & Satisfaction,Medium,Other / Unknown
Cici Tantuni,Great tantuni; thanks!,5,outdoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
Cici Tantuni,The ambiance of the place was a bit dark.,4,indoor_atmosphere,POSITIVE (4-5),9,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Cici Tantuni,I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,5,taste,POSITIVE (4-5),27,0,Food Taste & Satisfaction,Medium,Other / Unknown
Cici Tantuni,Prices are like that.,4,menu,POSITIVE (4-5),4,3,Price & Value,High,Other / Unknown
Cici Tantuni,It was very oily; but good in taste. Prices are a little higher than usual.,4,outdoor_atmosphere,POSITIVE (4-5),15,3,Price & Value,High,Other / Unknown
Cici Tantuni,Not bad.,3,taste,MIXED (3),2,10,Short Positive Praise / Recommendation,High,Other / Unknown
Bunbun Kas,If you want a different taste in Kaş; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,5,indoor_atmosphere,POSITIVE (4-5),35,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Bunbun Kas,A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,3,outdoor_atmosphere,MIXED (3),21,5,Waiting Time & Service Friction,High,Other / Unknown
Bunbun Kas,Overall it wasn't bad. It was delicious and ice cold. Mohair meat was delicious. The fries were nice. However; the bread that gives the place its name is a disappointment.,4,taste,POSITIVE (4-5),30,8,Burger Experience,High,Other / Unknown
Bunbun Kas,It has a hearty menu that starts with a very sweet encounter; it was quite delicious; the pepper sauce they made is successful.,5,menu,POSITIVE (4-5),23,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Bunbun Kas,There are many options on the menu and the average portion price is 50 TL. One portion is very satisfying; but if you don't like dough; you've come to the wrong address. They put the ingredients of your choice between a soft steamed bread.,5,indoor_atmosphere,POSITIVE (4-5),44,3,Price & Value,High,Other / Unknown
Bunbun Kas,I really liked the handmade basil buttermilk and lemonade. The chicken sandwich is okay; I think the chocolate one has nothing to say; it only had strawberries in it; there could be more fruit like waffles.,4,outdoor_atmosphere,POSITIVE (4-5),36,0,Food Taste & Satisfaction,Medium,Other / Unknown
Bunbun Kas,I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,5,taste,POSITIVE (4-5),11,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Bunbun Kas,We came to Bunbun for a snack at noon. We generally liked what we ate; including the vegan ones. We especially loved the one with beetroot. Meaty ones are nice. I really liked their fries.,5,menu,POSITIVE (4-5),35,8,Burger Experience,High,Other / Unknown
Bunbun Kas,They make hamburgers from bun bread and come with french fries. Quite tasty and satisfying.,4,taste,POSITIVE (4-5),15,8,Burger Experience,High,Other / Unknown
Bunbun Kas,If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,5,outdoor_atmosphere,POSITIVE (4-5),33,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Bunbun Kas,We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,4,menu,POSITIVE (4-5),18,8,Burger Experience,High,Other / Unknown
Gulcimen Aspava,Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,5,indoor_atmosphere,POSITIVE (4-5),35,5,Waiting Time & Service Friction,High,Other / Unknown
Gulcimen Aspava,You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,3,outdoor_atmosphere,MIXED (3),18,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Gulcimen Aspava,Orders that came really shockingly fast and the treats were delicious.,5,menu,POSITIVE (4-5),11,5,Waiting Time & Service Friction,High,Other / Unknown
Gulcimen Aspava,The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,3,taste,MIXED (3),27,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Gulcimen Aspava,"I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",4,indoor_atmosphere,POSITIVE (4-5),35,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Gulcimen Aspava,The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,3,outdoor_atmosphere,MIXED (3),18,5,Waiting Time & Service Friction,High,Other / Unknown
Gulcimen Aspava,There was no delay in meals. As soon as the soup was finished; the meal arrived. The meals are quite delicious.,5,menu,POSITIVE (4-5),21,5,Waiting Time & Service Friction,High,Other / Unknown
Gulcimen Aspava,As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,5,taste,POSITIVE (4-5),29,5,Waiting Time & Service Friction,High,Other / Unknown
Gulcimen Aspava,Lots of quality extras and unlimited treats. After the meal; cigarettes are offered as a treat; which is very interesting.,5,indoor_atmosphere,POSITIVE (4-5),20,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Gulcimen Aspava,This is the best aspava restaurant. The treats were perfect.,5,indoor_atmosphere,POSITIVE (4-5),10,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Gulcimen Aspava,Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,3,taste,MIXED (3),27,5,Waiting Time & Service Friction,High,Other / Unknown
Nazar Cafe,I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,5,menu,POSITIVE (4-5),25,6,Staff & Service Quality,High,Cafe
Nazar Cafe,The best place to eat local food in Muğla. Master Fikret's food is excellent. You should definitely stop by here.,5,indoor_atmosphere,POSITIVE (4-5),20,1,Regional / Specialty Food Experience,Medium,Cafe
Nazar Cafe,I went with my friends; their milk desserts were very good.,5,taste,POSITIVE (4-5),11,0,Food Taste & Satisfaction,Medium,Cafe
Nazar Cafe,The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,3,outdoor_atmosphere,MIXED (3),24,8,Burger Experience,High,Cafe
Nazar Cafe,We went to eat dessert as a family and we were satisfied. It was a bit crowded.,4,outdoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Cafe
Nazar Cafe,It's cold and extremely bad; the price of the food is way above its quality; 46 liras for 6 meatballs; 30 minutes or more waiting time. I definitely don't recommend it.,1,taste,NEGATIVE (1-2),31,2,Overall Dining Experience & Menu Variety,Medium,Cafe
Nazar Cafe,Very good quality and expensive also always crowded.,4,outdoor_atmosphere,POSITIVE (4-5),8,9,Positive Overall Experience,Medium,Cafe
Nazar Cafe,Good.,4,menu,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Cafe
Nazar Cafe,Everything you eat is very fresh and delicious. The back of the place is in the concept of a restaurant and the 2nd floor is in the concept of a cafe. We liked it very much.,5,indoor_atmosphere,POSITIVE (4-5),36,9,Positive Overall Experience,Medium,Cafe
Nazar Cafe,I ate awesome pasta; I recommend to you..,5,taste,POSITIVE (4-5),8,2,Overall Dining Experience & Menu Variety,Medium,Cafe
Nazar Cafe,Recommend.,4,indoor_atmosphere,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Cafe
Alsancak Firin,It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,3,outdoor_atmosphere,MIXED (3),26,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Alsancak Firin,"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",4,menu,POSITIVE (4-5),30,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Alsancak Firin,Prices are very affordable; boyoz is fresh and nice. Finding breakfast items such as olives; cheese and honey in addition to Boyoz also adds to the beauty.,5,taste,POSITIVE (4-5),27,3,Price & Value,High,Bakery / Dessert
Alsancak Firin,The most beautiful boyoz is clear here! Those who claim otherwise should reconsider their taste. I have never eaten such good boyoz in my life.,5,indoor_atmosphere,POSITIVE (4-5),25,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Alsancak Firin,I like it a lot. Prices are reasonable. Many varieties of boyoz available.,4,outdoor_atmosphere,POSITIVE (4-5),13,3,Price & Value,High,Bakery / Dessert
Alsancak Firin,In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,3,taste,MIXED (3),18,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Alsancak Firin,The boyoz with mozzarella was legendary; the salt taste coming from the back really makes the boyoz delicious.,5,menu,POSITIVE (4-5),18,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Alsancak Firin,It's a very cute oven. It opens early in the morning. Boyozes are very delicious; I loved the one with mozzarella.,5,indoor_atmosphere,POSITIVE (4-5),21,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Alsancak Firin,I ate boyoz for the first time. For me; I guess I wouldn't eat it again. Frankly; it's not a taste that I will look for and miss.,2,outdoor_atmosphere,NEGATIVE (1-2),28,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Alsancak Firin,I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,5,menu,POSITIVE (4-5),35,2,Overall Dining Experience & Menu Variety,Medium,Bakery / Dessert
Alsancak Firin,I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,4,taste,POSITIVE (4-5),32,0,Food Taste & Satisfaction,Medium,Bakery / Dessert
Sushico,It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,5,indoor_atmosphere,POSITIVE (4-5),13,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sushico,First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,3,taste,MIXED (3),48,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sushico,Great atmosphere!,5,outdoor_atmosphere,POSITIVE (4-5),2,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sushico,Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,4,menu,POSITIVE (4-5),26,6,Staff & Service Quality,High,Other / Unknown
Sushico,The food is fresh; delicious and the atmosphere is quality as always.,5,indoor_atmosphere,POSITIVE (4-5),12,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sushico,Pretty good sushi; attentive; friendly service..,5,outdoor_atmosphere,POSITIVE (4-5),6,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sushico,Liked.,4,taste,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sushico,The flavors were good in general; the prices were a bit high.,4,menu,POSITIVE (4-5),12,0,Food Taste & Satisfaction,Medium,Other / Unknown
Sushico,It didn't suit my taste but my wife loved it. The place was beautiful.,3,taste,MIXED (3),14,9,Positive Overall Experience,Medium,Other / Unknown
Sushico,Started off well with nice duck sushi and prawn gyoza; but was given wrong meat in pad Thai so sent it back. No apologies. Ordered spring rolls; they never came.,1,indoor_atmosphere,NEGATIVE (1-2),30,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sushico,Very clean restaurant... Tasty suchi and noodles.,5,indoor_atmosphere,POSITIVE (4-5),7,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sardalye,We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,4,outdoor_atmosphere,POSITIVE (4-5),36,5,Waiting Time & Service Friction,High,Other / Unknown
Sardalye,The taste really lives up to expectations. It is a business that maintains frying fish; which is essentially a fast food; in accordance with its craft. I liked.,4,taste,POSITIVE (4-5),28,0,Food Taste & Satisfaction,Medium,Other / Unknown
Sardalye,Delicious!,5,indoor_atmosphere,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Sardalye,Very cheap against portions.,5,menu,POSITIVE (4-5),4,3,Price & Value,High,Other / Unknown
Sardalye,Our back hurt while eating; the place was clean.,2,indoor_atmosphere,NEGATIVE (1-2),9,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Sardalye,Fish and bread are delicious but the place has gone back every year. Cleanliness and hygiene are almost non-existent; employees are weary and reluctant.,3,outdoor_atmosphere,MIXED (3),24,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Sardalye,I think they cook very fast and delicious fish; and they have very sweet employees; I definitely recommend them. I also strongly recommend the pickle juice and sole fish.,5,taste,POSITIVE (4-5),29,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sardalye,Prices are a little bit high.,3,menu,MIXED (3),6,3,Price & Value,High,Other / Unknown
Sardalye,We ate our meal on the top floor; the location of the place was beautiful. The flavors and portions were good. I suggest you to eat fish bread.,5,indoor_atmosphere,POSITIVE (4-5),28,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Sardalye,I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,4,taste,POSITIVE (4-5),23,9,Positive Overall Experience,Medium,Other / Unknown
Sardalye,Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,4,outdoor_atmosphere,POSITIVE (4-5),23,8,Burger Experience,High,Other / Unknown
Kumrucu Omur,There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,2,indoor_atmosphere,NEGATIVE (1-2),43,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kumrucu Omur,The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,3,outdoor_atmosphere,MIXED (3),23,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kumrucu Omur,Excellent. I recommend.,5,taste,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kumrucu Omur,I ate the best dove I've ever eaten here. Everyone should come!!,5,menu,POSITIVE (4-5),12,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kumrucu Omur,"Crowded but no problem, flavor is okay.",4,outdoor_atmosphere,POSITIVE (4-5),7,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Kumrucu Omur,"Kumpir is delicious. Super Kumru is really good. Compared to other places, we can say that the prices are reasonable and the service quality is high. quality materials used.",5,outdoor_atmosphere,POSITIVE (4-5),29,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kumrucu Omur,I'm really surprised; it's a huge business; but the staff is so indifferent and bored.,2,taste,NEGATIVE (1-2),15,6,Staff & Service Quality,High,Other / Unknown
Kumrucu Omur,"Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",4,indoor_atmosphere,POSITIVE (4-5),47,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kumrucu Omur,Food came a little late but that was okay. Prices were as you can see in the photo. It wasn't a bad experience.,3,menu,MIXED (3),23,3,Price & Value,High,Other / Unknown
Kumrucu Omur,I can recommend it to those who want to eat a delicious dove in a beautiful place. Kumru's price is 45₺.,4,indoor_atmosphere,POSITIVE (4-5),21,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kumrucu Omur,Definitely. Texts the dove's book. The Kumpir they ordered was also excellent.,5,taste,POSITIVE (4-5),12,10,Short Positive Praise / Recommendation,High,Other / Unknown
Kofteci Yusuf,Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,4,taste,POSITIVE (4-5),20,8,Burger Experience,High,Other / Unknown
Kofteci Yusuf,The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,4,outdoor_atmosphere,POSITIVE (4-5),18,5,Waiting Time & Service Friction,High,Other / Unknown
Kofteci Yusuf,The place was really dirty and the orders came late.,3,indoor_atmosphere,MIXED (3),10,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Kofteci Yusuf,Great service.,4,menu,POSITIVE (4-5),2,6,Staff & Service Quality,High,Other / Unknown
Kofteci Yusuf,The fact that all the employees were women made me very happy; the tastes were good.,5,taste,POSITIVE (4-5),16,5,Waiting Time & Service Friction,High,Other / Unknown
Kofteci Yusuf,Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,3,outdoor_atmosphere,MIXED (3),32,5,Waiting Time & Service Friction,High,Other / Unknown
Kofteci Yusuf,Great service; attention and relevance It was nice. Everything was perfect.,5,indoor_atmosphere,POSITIVE (4-5),11,6,Staff & Service Quality,High,Other / Unknown
Kofteci Yusuf,Its meatballs are beautiful. So is soup and salad too.,5,taste,POSITIVE (4-5),10,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Kofteci Yusuf,The meat had a fabricated taste.,4,menu,POSITIVE (4-5),6,8,Burger Experience,High,Other / Unknown
Kofteci Yusuf,Kofteci Yusuf tastes the same everywhere. employees are constantly running towards somewhere; it is very difficult to catch and order.,5,indoor_atmosphere,POSITIVE (4-5),20,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Kofteci Yusuf,We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,5,taste,POSITIVE (4-5),34,5,Waiting Time & Service Friction,High,Other / Unknown
Bogazkoy Restaurant,Nice atmosphere; pleasant place. The employees are young; smiling and fast. The breakfast is very nice. Souffles are A-MA-ZING!,5,outdoor_atmosphere,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Restaurant
Bogazkoy Restaurant,They do sushi every thursday and I missed so it was a little sad to miss it. Other than that; the food was good.,5,menu,POSITIVE (4-5),24,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Bogazkoy Restaurant,Definitely the best soufflé I've had in a long time. I am satisfied; I recommend.,5,taste,POSITIVE (4-5),15,0,Food Taste & Satisfaction,Medium,Restaurant
Bogazkoy Restaurant,Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,4,indoor_atmosphere,POSITIVE (4-5),20,2,Overall Dining Experience & Menu Variety,Medium,Restaurant
Bogazkoy Restaurant,Not bad.,3,outdoor_atmosphere,MIXED (3),2,10,Short Positive Praise / Recommendation,High,Restaurant
